customer_name,customer_party_unique_reference_number,customer_code,ods_key,customer_facility_types,customer_facility_party_role_types
ANPARIO PLC,00314543,00232594,00232594,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
RE-INSURER ECA
UNINSURED AMOUNT"
ANSBACHER & CO LIMITED,00300103,00003953,00003953,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ANSETT AIRLINES OF AUSTRALIA,00313659,00000607,00000607,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
ANTAR EQUIPMENT LIMITED,00304609,00000797,00000797,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ANTIGUA,NULL,00227408,00227408,"PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor"
ANTIGUA PUBLIC AUTHORITIES,NULL,00221324,00221324,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
ANZEF LIMITED,00300363,00000412,00000412,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
OVERSEAS INVESTMENT INSURANCE
OVERSEAS INVESTMENT INSURANCE
OVERSEAS INVESTMENT INSURANCE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","LEAD/AGENT BANK
SYNDICATE LENDER
EXPORTER/OII INVESTOR
LEAD/AGENT BANK
UNINSURED AMOUNT
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AON LIMITED UK,00301454,00270888,00270888,"BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","RE-INSURER ECA
RE-INSURER ECA"
AP PENSION LIVSFORSIKRINGSAKTIESELSKAB,00312114,00250455,00250455,ASSET BASED GUARANTEE,SYNDICATE LENDER
APAX AUTOPARTS INTERNATIONAL LIMITED,00301813,00002979,00002979,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
APEX FLUID ENGINEERING LIMITED,00310284,00239146,00239146,"BOND SUPPORT
BOND SUPPORT","FACILITY CUSTOMER
Ultimate Obligor"
APOLLO SHEETERS LIMITED,00309833,00224988,00224988,SUPPLIER CREDIT FINANCE GUARANTEE,EXPORTER/OII INVESTOR
APPLE BANK FOR SAVINGS (USA),00318784,00223404,00223404,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","LEAD/AGENT BANK
SOLE LENDER
SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER"
APPLE HONEY COMPANY LIMITED,00325698,00291572,00291572,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
APPLIED DRIVING TECHNIQUES (GLOBAL SOLUTIONS) LTD,00326950,00292426,00292426,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
APV BAKER LTD,00309023,00004057,00004057,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
APV CONTRACTS LIMITED,00303183,00002292,00002292,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
APV PACKAGING MACHINERY LTD,00301558,00004028,00004028,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
APV SYSTEMS LIMITED,00302228,00004422,00004422,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
APV UK PLC,00303334,00004058,00004058,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AQUA AFRICA LIMITED,00305194,00283215,00283215,DL LOAN (ENHANCED),EXPORTER/OII INVESTOR
AQUAMARE MARINE LTD,00324550,00290331,00290331,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AQUASIUM TECHNOLOGY LIMITED,00306324,00234608,00234608,"BOND SUPPORT
BOND SUPPORT
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
ARAB AFRICAN INTERNATIONAL BANK,00306917,00000519,00000519,BUYER CREDIT GUARANTEE,SYNDICATE LENDER
ARAB BANK PLC,00300738,00000522,00000522,"ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE","SYNDICATE LENDER
SYNDICATE LENDER"
ARAB BANKING CORPORATION (BSC),00306627,00000520,00000520,"BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","SYNDICATE LENDER
SYNDICATE LENDER
LEAD/AGENT BANK"
ARABCO TRADING LIMITED,00309047,00003465,00003465,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ARBROOK PRODUCTS LIMITED,00302509,00003466,00003466,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
ARBUTHNOT EXPORT SERVICES LTD,00300571,00000367,00000367,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ARCELOR FINANCE SCA,00310431,00212738,00212738,"SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
ARCELORMITTAL SA (LUXEMBOURG),NULL,00260926,00260926,BUYER CREDIT GUARANTEE,Ultimate Obligor
ARDOUR WORLD LIMITED,00325357,00292398,00292398,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ARGENTINA ARG,NULL,00005619,00005619,"PARIS CLUB CI TRANCHE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE
PARIS CLUB OD TRANCHE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
ARINOR LIMITED,00303047,00003467,00003467,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ARISHI MEDIA TECHNOLOGIES LTD,00326288,00291264,00291264,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ARISHI MEDIA TECHNOLOGIES LTD,00326289,00291436,00291436,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
"ARMAND DUTRY & CO.,(ADECO)LIMITED",00300245,00002845,00002845,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
ARMILA LIMITED,NULL,00003469,00003469,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ARNEWOOD TURKEYS (INTERNATIONAL) LIMITED,00300883,00003470,00003470,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ARROW CONSTRUCTION EQUIPMENT LIMITED,00301776,00002964,00002964,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ARTDOT LIMITED,00301574,00002143,00002143,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
ARTEMIS TECHNOLOGIES LTD,00326221,00295291,00295291,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ASCOT CHEMICALS LIMITED,00300346,00003472,00003472,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ASG ASSET MANAGEMENT UAB,00318809,00286144,00286144,"ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
FACILITY CUSTOMER"
ASHA EXPO & CO LIMITED,00324261,00288972,00288972,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ASHANTI INVESTMENTS LIMITED,00311793,00003473,00003473,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ASHFORD & CAMPION LIMITED,00303940,00003475,00003475,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ASHLEIGH AND BURWOOD LIMITED,00328470,00296178,00296178,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ASIANA AIRLINES,00312903,00003733,00003733,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
ASM (ACCESSORIES) LIMITED,00304082,00002993,00002993,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ASPEN INSURANCE UK LIMITED,00309005,00270895,00270895,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","PARIS CLUB PAYEE
RE-INSURER ECA
PARIS CLUB PAYEE
RE-INSURER ECA"
ASSOCIATED TECHNOLOGY PIPELINE,00316962,00278034,00278034,"BOND SUPPORT
BOND SUPPORT
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
ASTELL SCIENTIFIC LIMITED,00300462,00003092,00003092,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ASTUTE ELECTRONICS LIMITED,00311117,00277054,00277054,"EXPORT WORKING CAPITAL SCHEME
EXPORT WORKING CAPITAL SCHEME","FACILITY CUSTOMER
Ultimate Obligor"
ASTUTE HEALTHCARE LIMITED,00323783,00290672,00290672,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
ATG AIRPORTS LIMITED,00313743,00286939,00286939,"BOND SUPPORT
BOND SUPPORT
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
ATLANCIS TECHNOLOGIES LIMITED,00324334,00289677,00289677,"SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
ATLANTIC PLASTICS LIMITED,00303206,00003477,00003477,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
ATLAS AIR INC,00314228,00265028,00265028,BUYER CREDIT GUARANTEE,FACILITY CUSTOMER
ATLAS AIR WORLDWIDE HOLDINGS,00300018,00271937,00271937,BUYER CREDIT GUARANTEE,Ultimate Obligor
ATLAS COVERTING EQUIPMENT LTD,00303506,00269684,00269684,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
ATRADIUS DSB NV,NULL,00000397,00000397,BUYER CREDIT GUARANTEE,RE-INSURER ECA
ATTRAQT LIMITED,00324424,00290785,00290785,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AURORA OVERSEAS LIMITED,00308958,00003479,00003479,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AUSTRALIA & NEW ZEALAND BANKING GROUP LTD,00300748,00003693,00003693,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","SOLE LENDER
SYNDICATE LENDER
LEAD/AGENT BANK
SOLE LENDER
SYNDICATE LENDER
SYNDICATE LENDER"
AUSTRIAN AIRLINES OESTERREICHISCHE LUFTVERKEHR AG,NULL,00003580,00003580,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AUTUMNLEAVES LIMITED,00304607,00003962,00003962,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AVANTI CONVEYORS LIMITED,00308200,00253117,00253117,"BOND SUPPORT
BOND SUPPORT
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
AVELING - BARFORD LIMITED,00313184,00003221,00003221,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AVELING BARFORD INTERNATIONAL LIMITED,00306796,00003969,00003969,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AVENTIS PHARMA LIMITED,00306529,00000874,00000874,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AVERY BERKEL LIMITED,00304094,00004529,00004529,BUYER CREDIT GUARANTEE,PARIS CLUB PAYEE
AVI DESAI LIMITED,00301911,00003086,00003086,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
AVIA SOLUTIONS GROUP,00318798,00286157,00286157,"ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE","Ultimate Obligor
Ultimate Obligor"
AVIAN TECHNIQUES LIMITED,00301931,00003205,00003205,PARIS CLUB CI TRANCHE,PARIS CLUB PAYEE
AVIANCA HOLDINGS S.A.,00315222,00226546,00226546,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AVIATION CAPITAL GROUP CORP,00312149,00201084,00201084,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AVIATION CAPITAL GROUP HOLDING CORP,NULL,00204134,00204134,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AVIATION LEASE AND FINANCE COMPANY KSCC (ALAFCO),NULL,00212015,00212015,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AVIVA LIFE & PENSIONS UK LIMITED,00311613,00274823,00274823,"BUYER CREDIT GUARANTEE
PROJECT FINANCING GUARANTEE","SYNDICATE LENDER
SYNDICATE LENDER"
AVK/SEG (UK) LIMITED,00322290,00287479,00287479,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AVOLON,NULL,00225947,00225947,ASSET BASED GUARANTEE,FACILITY CUSTOMER
AVOLON AEROSPACE LIMITED,00314263,00227582,00227582,ASSET BASED GUARANTEE,Ultimate Obligor
AVOLON HOLDINGS LIMITED,00326135,00273896,00273896,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
AVRON TRADING LIMITED,00329215,00296281,00296281,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
AXA XL INSURANCE COMPANY LIMITED,00315100,00293506,00293506,"BUYER CREDIT GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","RE-INSURER ECA
RE-INSURER ECA"
AXMINSTER TOOL CENTRE LTD,00310365,00296185,00296185,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
B HEPWORTH AND COMPANY LIMITED,00307041,00276902,00276902,"EXPORT WORKING CAPITAL SCHEME
EXPORT WORKING CAPITAL SCHEME
GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
B WASSIAMAL(LONDON)LIMITED,00300455,00003483,00003483,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
B.A.T (U.K. AND EXPORT) LIMITED,00300415,00003484,00003484,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BA HOLDING A.G.,00313747,00000341,00000341,BUYER CREDIT GUARANTEE,SYNDICATE LENDER
BABCOCK INTERNATIONAL GROUP PLC,00311130,00004277,00004277,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
BABCOCK MARINE SHIPBUILDING LIMITED,00326560,00295101,00295101,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
BAC CORROSION CONTROL LIMITED,00304804,00000866,00000866,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BAE SYSTEM LTD,003135337,00286759,00286759,DL LOAN (ENHANCED),EXPORTER/OII INVESTOR
BAE SYSTEMS (DEFENCE SYSTEMS) LTD,00308951,00004344,00004344,"BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
BAE SYSTEMS (MILITARY AIRCRAFT) LIMITED,00310413,00004348,00004348,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
BAE SYSTEMS (OMAN) LIMITED,00311001,00235042,00235042,"BOND INSURANCE POLICY
BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
BAE SYSTEMS (OMAN) LIMITED,00325102,00290747,00290747,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
BAE SYSTEMS (OPERATIONS) LIMITED,00309251,00004345,00004345,"BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE
SUPPLIER CREDIT FINANCE GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT
PARIS CLUB PAYEE
PARIS CLUB PAYEE
EXPORTER/OII INVESTOR"
BAE SYSTEMS INTEGRATED SYSTEMS TECH,00311757,00208071,00208071,"PARIS CLUB CI TRANCHE
PARIS CLUB FD TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BAE SYSTEMS PLC,00303383,00004343,00004343,"BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
LINE OF CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT
EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BAHRAIN MUMTALAKAT HOLDING COMPANY B.J.S.C.(C),NULL,00219572,00219572,ASSET BASED GUARANTEE,Ultimate Obligor
BAHRAIN PETROLEUM COMPANY (BAPCO),00312321,00001189,00001189,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
DL LOAN (ENHANCED)","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
"BAHRAIN, MINISTRY OF FINANCE AND NATIONAL ECONOMY",00321024,00003582,00003582,"DL LOAN (ENHANCED)
DL LOAN (ENHANCED)
SUPPLIER CREDIT FINANCE GUARANTEE
SUPPLIER CREDIT FINANCE GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
BAKER HUGHES A GE COMPANY,00306620,00274976,00274976,"BUYER CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
BALFOUR BEATTY CONSTRUCTION INTERNATIONAL LIMITED,00309104,00004311,00004311,"BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR"
BALFOUR BEATTY GROUP LIMITED,00300122,00004285,00004285,"BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BALFOUR BEATTY GROUP LTD,00300122,00005753,00005753,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BALFOUR BEATTY INTERNATIONAL LIMITED,00306549,00004283,00004283,"BOND INSURANCE POLICY
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
BALFOUR BEATTY PLC,00300166,00004281,00004281,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
BALFOUR BEATTY POWER CONSTRUCTION LTD,00303218,00004287,00004287,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BALFOUR KILPATRICK LIMITED,00302002,00004310,00004310,BUYER CREDIT GUARANTEE,EXPORTER/OII INVESTOR
BALFOUR WILLIAMSON & CO LTD.,00300123,00004576,00004576,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE","EXPORTER/OII INVESTOR
PARIS CLUB PAYEE"
BALTON CP LIMITED,00308880,00295703,00295703,"GENERAL EXPORT FACILITY
GENERAL EXPORT FACILITY","FACILITY CUSTOMER
Ultimate Obligor"
BAM NUTTALL LIMITED,00300360,00003853,00003853,"BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","EXPORTER/OII INVESTOR
EXPORTER/OII INVESTOR
UNINSURED AMOUNT"
BAMFORD BUS COMPANY LIMITED,00323754,00289099,00289099,"BOND SUPPORT
BOND SUPPORT
EXPORT DEVELOPMENT GUARANTEE
EXPORT DEVELOPMENT GUARANTEE
EXPORT WORKING CAPITAL SCHEME
EXPORT WORKING CAPITAL SCHEME","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
BANCO BILBAO VIZCAYA ARGENTARIA,00307633,00001838,00001838,"BUYER CREDIT GUARANTEE
PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","SYNDICATE LENDER
PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BANCO BILBAO VIZCAYA ARGENTINA,NULL,00005688,00005688,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BANCO CENTRAL DE VENEZUELA,00314492,00249309,00249309,"EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)","FACILITY CUSTOMER
Ultimate Obligor"
BANCO DO BRASIL SA,00312687,00003587,00003587,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
BANCO ESPIRITO SANTO,00307809,00003487,00003487,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BANCO ESPIRITO SANTO E COMERCIAL DE LISBOA SA.,NULL,00000524,00000524,ASSET BASED GUARANTEE,SYNDICATE LENDER
BANCO NACIONAL DE CUBA,NULL,00000557,00000557,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
EXPORT INSURANCE (EXIP)
EXPORT INSURANCE (EXIP)
LINE OF CREDIT GUARANTEE
LINE OF CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor
FACILITY CUSTOMER
Ultimate Obligor"
BANCO POPULAR DOMINICANO C POR A,NULL,00001392,00001392,"EXPORT INSURANCE (EXIP)
SUPPLIER CREDIT FINANCE GUARANTEE","Ultimate Obligor
Ultimate Obligor"
BANCO SANTANDER,NULL,00001313,00001313,SUPPLIER CREDIT FINANCE GUARANTEE,LEAD/AGENT BANK
BANCO SANTANDER CENTRAL HISPANO SA.,00307802,00000602,00000602,ASSET BASED GUARANTEE,SYNDICATE LENDER
BANCO SANTANDER S.A.,00310854,00216497,00216497,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE
BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)","LEAD/AGENT BANK
SYNDICATE LENDER
LEAD/AGENT BANK
SYNDICATE LENDER
DL PANEL AGENT BANK"
BANGKOK BANK (DHANAKARAN KRUNGREB CHAMKAT) LIMITED,00310039,00003488,00003488,"PARIS CLUB CI TRANCHE
PARIS CLUB OD TRANCHE","PARIS CLUB PAYEE
PARIS CLUB PAYEE"
BANK FOR FOREIGN ECONOMIC AFFAIRS OF THE USSR,NULL,00000710,00000710,"BUYER CREDIT GUARANTEE
BUYER CREDIT GUARANTEE","FACILITY CUSTOMER
Ultimate Obligor"
BANK GOSPODARSTWA KRAJOWEGO,00325995,00293018,00293018,"BUYER CREDIT GUARANTEE
DL LOAN (ENHANCED)
X DL LOAN (STANDARD) DONOTUSE","FACILITY CUSTOMER
FACILITY CUSTOMER
FACILITY CUSTOMER"
BANK OF AMERICA EUROPE DAC IRELAND,00324966,00292292,00292292,ASSET BASED GUARANTEE,LEAD/AGENT BANK
BANK OF AMERICA EUROPE DESIGNATED ACTIVITY COMPANY,00320011,00285263,00285263,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER"
BANK OF AMERICA N.A. LONDON BRANCH,00300125,00234466,00234466,"ASSET BASED GUARANTEE
ASSET BASED GUARANTEE","LEAD/AGENT BANK
SYNDICATE LENDER"
